Age,MaritalStatus,AnnualConsumption,DayNightConsumption,IncomeLevel,DwellingArea,HasChildren,SolarRoof,ShiftableLoad,RiskAttitude,AttitudeSustainability,Tariff
43,3,3340,0.086889,3,4,FALSE,TRUE,4,FALSE,1,Tariff 1
68,1,5371,0.934778,1,2,TRUE,FALSE,2,FALSE,2,Tariff 1
34,2,3808,0.960447,4,3,FALSE,FALSE,3,TRUE,1,Tariff 1
69,2,3862,0.193148,2,2,FALSE,FALSE,3,TRUE,1,Tariff 1
37,1,2528,0.182413,4,1,FALSE,TRUE,1,TRUE,1,Tariff 1
24,2,3675,0.168168,3,4,TRUE,FALSE,3,TRUE,1,Tariff 2
26,5,4504,0.603753,1,3,TRUE,FALSE,4,FALSE,3,Tariff 1
47,5,5208,0.732491,2,3,TRUE,TRUE,2,TRUE,3,Tariff 1
22,3,3139,0.801582,3,2,TRUE,FALSE,4,TRUE,2,Tariff 3
71,4,2902,0.264083,3,4,FALSE,FALSE,1,FALSE,2,Tariff 2
28,6,3347,0.686277,1,2,TRUE,FALSE,4,TRUE,2,Tariff 3
70,1,3060,0.827054,2,4,TRUE,FALSE,4,TRUE,3,Tariff 2
54,5,4662,0.12543,4,4,TRUE,TRUE,1,FALSE,1,Tariff 2
33,1,4849,0.843426,4,4,TRUE,TRUE,3,TRUE,3,Tariff 2
22,2,2420,0.643371,4,3,FALSE,TRUE,2,TRUE,3,Tariff 1
43,6,5413,0.629273,1,2,TRUE,TRUE,1,FALSE,1,Tariff 1
56,4,2535,0.956746,1,3,TRUE,TRUE,2,TRUE,1,Tariff 2
55,5,2733,0.224273,2,1,TRUE,FALSE,2,FALSE,3,Tariff 1
34,4,4395,0.394319,5,3,TRUE,TRUE,1,TRUE,3,Tariff 1
72,2,5352,0.019316,3,2,FALSE,TRUE,4,TRUE,3,Tariff 1
67,2,3861,0.299408,1,4,FALSE,FALSE,2,FALSE,3,Tariff 1
24,5,4677,0.85752,1,2,FALSE,TRUE,2,FALSE,1,Tariff 2
24,6,3281,0.612445,4,2,FALSE,TRUE,3,FALSE,1,Tariff 1
76,6,3931,0.859484,1,2,FALSE,TRUE,4,FALSE,1,Tariff 1
28,5,2303,0.624451,2,1,TRUE,FALSE,4,TRUE,2,Tariff 2
77,6,4107,0.997738,4,1,FALSE,TRUE,4,TRUE,3,Tariff 1
55,2,3752,0.634709,2,4,TRUE,TRUE,1,TRUE,2,Tariff 3
73,6,4378,0.946443,2,4,TRUE,TRUE,1,FALSE,2,Tariff 3
24,3,2538,0.051828,5,3,FALSE,FALSE,4,FALSE,3,Tariff 1
63,2,2612,0.473228,1,1,TRUE,TRUE,3,TRUE,1,Tariff 1
77,1,4611,0.570296,1,4,TRUE,FALSE,3,TRUE,3,Tariff 2
39,2,4022,0.367583,4,2,TRUE,FALSE,1,TRUE,3,Tariff 2
67,1,4723,0.017671,4,1,TRUE,FALSE,1,FALSE,3,Tariff 1
64,2,3106,0.846007,1,2,FALSE,TRUE,2,FALSE,3,Tariff 1
71,2,2884,0.492962,1,3,TRUE,FALSE,3,FALSE,3,Tariff 1
78,3,2417,0.503873,3,3,FALSE,TRUE,4,FALSE,2,Tariff 1
27,5,2852,0.556404,5,1,FALSE,FALSE,2,TRUE,2,Tariff 2
73,2,4718,0.147979,3,1,FALSE,FALSE,3,FALSE,3,Tariff 1
38,3,5354,0.645802,2,1,FALSE,FALSE,1,TRUE,2,Tariff 1
27,3,4088,0.426526,1,2,FALSE,FALSE,3,FALSE,1,Tariff 1
44,3,5404,0.105404,2,3,TRUE,TRUE,2,TRUE,2,Tariff 2
22,4,2217,0.743799,3,2,FALSE,TRUE,4,TRUE,3,Tariff 3
75,4,3974,0.349818,4,2,FALSE,TRUE,2,FALSE,2,Tariff 3
46,5,4283,0.908364,2,2,FALSE,FALSE,3,FALSE,2,Tariff 2
53,1,3274,0.736952,1,3,TRUE,FALSE,3,FALSE,1,Tariff 1
71,6,2699,0.703939,4,1,TRUE,FALSE,3,FALSE,1,Tariff 1
67,5,5379,0.789108,1,3,FALSE,FALSE,3,TRUE,1,Tariff 2
63,4,2766,0.713205,3,2,TRUE,FALSE,2,FALSE,1,Tariff 1
30,1,4066,0.938059,5,4,TRUE,TRUE,1,TRUE,2,Tariff 3
27,2,2389,0.373235,5,4,TRUE,TRUE,2,TRUE,2,Tariff 3
60,2,3309,0.045696,4,3,FALSE,TRUE,4,FALSE,2,Tariff 1
49,5,3524,0.23769,4,1,TRUE,FALSE,2,FALSE,2,Tariff 1
61,4,3994,0.493311,1,3,TRUE,FALSE,1,FALSE,1,Tariff 1
30,3,2550,0.59069,5,4,TRUE,FALSE,3,FALSE,1,Tariff 1
75,6,5041,0.675966,5,4,TRUE,FALSE,3,TRUE,2,Tariff 3
21,1,3206,0.959873,4,3,FALSE,TRUE,1,FALSE,1,Tariff 1
55,3,5204,0.679194,5,1,TRUE,FALSE,3,TRUE,2,Tariff 1
58,4,2840,0.255569,4,4,TRUE,TRUE,1,TRUE,2,Tariff 3
41,5,4885,0.75834,3,3,TRUE,TRUE,1,FALSE,1,Tariff 2
68,6,3654,0.497511,3,2,TRUE,FALSE,1,TRUE,3,Tariff 2
47,4,3995,0.850436,2,2,TRUE,TRUE,1,FALSE,1,Tariff 2
61,5,5306,0.642844,5,2,TRUE,TRUE,2,FALSE,3,Tariff 1
26,4,3443,0.698332,1,1,FALSE,FALSE,1,FALSE,1,Tariff 1
59,2,5452,0.396406,4,4,TRUE,TRUE,3,FALSE,3,Tariff 1
19,3,3384,0.589723,3,4,TRUE,TRUE,4,TRUE,3,Tariff 1
70,6,5090,0.047771,2,4,FALSE,TRUE,1,FALSE,1,Tariff 1
49,3,2376,0.152251,1,2,TRUE,TRUE,4,FALSE,1,Tariff 3
74,1,2928,0.055234,2,4,TRUE,TRUE,1,TRUE,3,Tariff 3
22,3,3031,0.901726,5,1,FALSE,TRUE,1,FALSE,1,Tariff 1
54,4,4130,0.984934,4,3,TRUE,TRUE,3,FALSE,3,Tariff 1
69,6,4730,0.224797,4,1,FALSE,TRUE,2,TRUE,3,Tariff 1
64,5,2919,0.448238,4,2,FALSE,FALSE,1,TRUE,2,Tariff 2
56,5,4601,0.460658,2,1,FALSE,FALSE,3,FALSE,1,Tariff 2
77,6,5408,0.281309,2,2,TRUE,TRUE,4,TRUE,3,Tariff 1
35,5,3256,0.608512,2,2,FALSE,FALSE,4,TRUE,2,Tariff 2
63,4,3439,0.530734,2,2,FALSE,FALSE,1,TRUE,3,Tariff 2
57,5,2859,0.667711,3,4,TRUE,TRUE,2,FALSE,2,Tariff 2
62,6,3688,0.985928,3,2,TRUE,TRUE,3,TRUE,3,Tariff 3
38,6,3142,0.564437,1,2,FALSE,TRUE,4,FALSE,1,Tariff 1
21,1,3077,0.404819,5,3,FALSE,TRUE,2,TRUE,3,Tariff 1
37,6,4521,0.240493,1,2,TRUE,TRUE,4,FALSE,2,Tariff 2
23,5,3384,0.070482,4,2,TRUE,FALSE,3,TRUE,3,Tariff 2
29,1,5453,0.593581,2,4,FALSE,FALSE,4,FALSE,2,Tariff 1
20,5,4272,0.483758,1,3,TRUE,TRUE,2,TRUE,2,Tariff 2
48,1,2869,0.241165,3,3,FALSE,FALSE,3,FALSE,3,Tariff 1
36,5,2871,0.415703,1,3,FALSE,TRUE,3,TRUE,1,Tariff 1
55,1,3800,0.317705,2,1,TRUE,FALSE,2,FALSE,3,Tariff 1
51,4,4568,0.023432,5,4,FALSE,FALSE,1,FALSE,1,Tariff 2
73,6,2967,0.853332,1,4,FALSE,FALSE,4,TRUE,2,Tariff 1
48,1,2579,0.567626,4,1,FALSE,FALSE,4,TRUE,2,Tariff 1
32,6,5256,0.475659,2,4,TRUE,FALSE,3,FALSE,2,Tariff 1
59,5,4986,0.487868,2,1,TRUE,TRUE,2,FALSE,2,Tariff 2
72,6,2534,0.839756,4,1,FALSE,TRUE,4,TRUE,2,Tariff 1
49,4,4281,0.205836,1,2,FALSE,FALSE,3,TRUE,2,Tariff 2
23,4,2307,0.047924,4,2,FALSE,TRUE,4,TRUE,1,Tariff 3
23,6,5080,0.283222,3,4,TRUE,TRUE,2,TRUE,1,Tariff 2
62,2,3393,0.453836,2,3,TRUE,TRUE,3,FALSE,2,Tariff 1
51,1,3041,0.192568,3,2,TRUE,TRUE,2,FALSE,3,Tariff 3
38,6,4325,0.347222,2,1,FALSE,FALSE,4,FALSE,1,Tariff 2
21,4,3809,0.430767,5,1,FALSE,TRUE,4,FALSE,3,Tariff 1
52,6,4200,0.637323,4,2,FALSE,TRUE,4,TRUE,1,Tariff 3
76,3,3073,0.467041,1,3,TRUE,TRUE,1,FALSE,1,Tariff 1
21,5,4764,0.457003,3,4,TRUE,TRUE,1,FALSE,2,Tariff 2
39,1,3412,0.754274,2,2,TRUE,TRUE,4,TRUE,2,Tariff 3
43,4,2781,0.615097,5,4,TRUE,TRUE,4,FALSE,3,Tariff 2
28,6,2716,0.91364,4,2,FALSE,FALSE,1,FALSE,1,Tariff 2
48,5,4197,0.662309,3,4,FALSE,TRUE,2,FALSE,3,Tariff 2
30,3,5309,0.130841,4,2,TRUE,FALSE,1,FALSE,2,Tariff 1
39,5,3978,0.494869,4,3,FALSE,TRUE,1,FALSE,3,Tariff 1
32,4,3756,0.665608,5,2,FALSE,TRUE,3,FALSE,3,Tariff 3
66,2,3105,0.498953,1,2,TRUE,FALSE,1,TRUE,2,Tariff 3
41,6,2690,0.296587,1,2,FALSE,TRUE,3,FALSE,2,Tariff 3
57,4,4501,0.195525,4,2,FALSE,FALSE,3,FALSE,3,Tariff 2
20,3,2607,0.107622,4,4,TRUE,TRUE,3,FALSE,2,Tariff 1
70,2,3780,0.747168,4,4,FALSE,TRUE,3,TRUE,1,Tariff 1
58,2,3866,0.609773,2,3,FALSE,FALSE,1,TRUE,3,Tariff 1
54,2,5330,0.962367,5,2,FALSE,FALSE,2,FALSE,3,Tariff 1
57,6,2767,0.111178,3,3,FALSE,FALSE,4,TRUE,2,Tariff 1
32,5,5393,0.1148,5,3,FALSE,FALSE,3,FALSE,1,Tariff 2
64,5,2833,0.053786,4,4,FALSE,FALSE,3,FALSE,3,Tariff 2
33,5,5335,0.88085,4,1,FALSE,TRUE,1,FALSE,3,Tariff 2
51,5,4787,0.775937,3,3,FALSE,FALSE,2,FALSE,2,Tariff 2
65,4,2989,0.492839,4,3,FALSE,FALSE,3,TRUE,2,Tariff 2
20,2,5343,0.611066,2,3,FALSE,FALSE,4,TRUE,2,Tariff 1
69,5,5332,0.172476,4,3,FALSE,FALSE,3,TRUE,1,Tariff 2
32,5,3515,0.158203,1,2,TRUE,FALSE,1,FALSE,3,Tariff 1
68,2,4767,0.522498,2,3,TRUE,TRUE,1,TRUE,1,Tariff 3
59,3,3999,0.956419,2,4,TRUE,TRUE,1,TRUE,2,Tariff 3
20,2,3999,0.647322,4,2,TRUE,FALSE,2,FALSE,1,Tariff 1
35,2,3041,0.144466,2,2,TRUE,FALSE,3,TRUE,2,Tariff 3
27,2,3397,0.788285,5,2,FALSE,FALSE,2,TRUE,1,Tariff 1
36,2,2350,0.204322,1,4,FALSE,TRUE,3,TRUE,3,Tariff 1
20,2,2991,0.497256,1,3,TRUE,FALSE,4,TRUE,1,Tariff 2
53,6,3310,0.773439,3,3,FALSE,FALSE,2,TRUE,3,Tariff 1
53,4,4777,0.245419,5,1,TRUE,TRUE,4,TRUE,3,Tariff 1
72,3,4169,0.199675,1,3,FALSE,TRUE,4,TRUE,3,Tariff 1
34,5,3735,0.642212,3,4,TRUE,TRUE,1,TRUE,1,Tariff 2
44,3,2895,0.924296,5,3,TRUE,FALSE,2,FALSE,2,Tariff 1
37,2,4121,0.502654,5,4,FALSE,TRUE,1,TRUE,3,Tariff 1
37,5,3288,0.565116,4,4,TRUE,TRUE,4,TRUE,3,Tariff 1
29,5,4243,0.088972,3,4,FALSE,TRUE,4,FALSE,3,Tariff 3
77,6,4127,0.371799,2,1,TRUE,TRUE,1,TRUE,2,Tariff 2
41,1,2846,0.313032,3,4,TRUE,FALSE,4,FALSE,2,Tariff 1
28,3,4421,0.410378,1,4,TRUE,FALSE,3,FALSE,3,Tariff 1
48,4,5357,0.227702,2,3,TRUE,FALSE,2,TRUE,1,Tariff 2
31,1,3444,0.760778,1,3,FALSE,FALSE,4,TRUE,3,Tariff 1
28,4,5165,0.075259,3,1,TRUE,TRUE,2,FALSE,2,Tariff 2
55,3,2646,0.270314,1,4,FALSE,FALSE,1,FALSE,2,Tariff 1
35,4,2355,0.676096,2,3,TRUE,TRUE,1,FALSE,3,Tariff 1
48,6,4674,0.072937,2,1,FALSE,FALSE,2,FALSE,1,Tariff 1
75,1,5240,0.31735,2,3,FALSE,TRUE,3,TRUE,3,Tariff 1
64,4,3377,0.468089,5,1,FALSE,FALSE,3,TRUE,1,Tariff 2
42,3,4407,0.184262,2,1,TRUE,FALSE,1,TRUE,2,Tariff 2
30,5,2376,0.648207,3,4,TRUE,TRUE,3,TRUE,1,Tariff 2
39,2,4947,0.021897,3,2,FALSE,FALSE,2,TRUE,2,Tariff 1
78,2,4226,0.698675,3,1,FALSE,TRUE,3,TRUE,2,Tariff 1
39,2,5299,0.235585,5,3,TRUE,TRUE,3,TRUE,1,Tariff 1
65,3,4347,0.780876,3,3,FALSE,TRUE,4,FALSE,2,Tariff 1
34,3,3231,0.258746,4,2,TRUE,TRUE,1,FALSE,1,Tariff 1
52,4,2596,0.195171,4,4,FALSE,TRUE,4,TRUE,3,Tariff 3
54,5,3584,0.319605,4,1,TRUE,TRUE,2,FALSE,1,Tariff 2
50,4,4255,0.337494,2,4,FALSE,FALSE,2,FALSE,2,Tariff 2
36,6,2586,0.916065,5,2,TRUE,TRUE,1,TRUE,1,Tariff 3
43,2,2843,0.376589,5,4,TRUE,FALSE,1,TRUE,2,Tariff 3
23,3,5038,0.41253,3,3,FALSE,TRUE,2,FALSE,3,Tariff 1
63,1,4498,0.739047,3,2,TRUE,TRUE,4,FALSE,2,Tariff 1
67,2,5174,0.364734,4,4,TRUE,TRUE,4,FALSE,3,Tariff 1
69,4,2765,0.380654,4,3,TRUE,FALSE,3,FALSE,3,Tariff 1
34,6,3181,0.97931,1,1,TRUE,FALSE,1,FALSE,3,Tariff 1
49,3,3103,0.014159,2,1,TRUE,FALSE,4,TRUE,1,Tariff 1
42,3,3187,0.653692,5,2,FALSE,TRUE,3,FALSE,3,Tariff 1
65,4,4967,0.358775,1,1,FALSE,TRUE,2,FALSE,1,Tariff 3
71,2,4628,0.808284,3,3,FALSE,TRUE,1,FALSE,1,Tariff 1
60,4,3070,0.463078,2,2,TRUE,TRUE,1,FALSE,1,Tariff 2
71,4,3258,0.315297,2,1,FALSE,TRUE,1,TRUE,2,Tariff 1
67,3,4235,0.852739,5,4,FALSE,TRUE,1,TRUE,1,Tariff 1
73,6,5334,0.205221,4,3,FALSE,FALSE,3,TRUE,1,Tariff 2
34,6,3116,0.77399,4,4,TRUE,FALSE,1,TRUE,1,Tariff 2
47,5,5462,0.059977,1,1,TRUE,TRUE,3,FALSE,3,Tariff 1
69,4,5350,0.98381,3,1,TRUE,TRUE,4,TRUE,1,Tariff 2
56,2,3027,0.508148,5,3,TRUE,TRUE,2,FALSE,1,Tariff 1
23,4,2540,0.20366,1,3,FALSE,TRUE,1,TRUE,2,Tariff 3
77,4,4161,0.558376,4,1,FALSE,FALSE,1,TRUE,2,Tariff 2
52,4,3265,0.5648,2,2,TRUE,FALSE,3,FALSE,3,Tariff 1
53,5,3024,0.537692,1,4,FALSE,FALSE,1,FALSE,2,Tariff 2
25,5,4213,0.673718,1,2,TRUE,TRUE,2,FALSE,3,Tariff 3
29,3,4455,0.146912,4,4,FALSE,FALSE,1,TRUE,1,Tariff 1
73,5,5030,0.59431,4,3,FALSE,TRUE,1,FALSE,1,Tariff 3
24,1,2583,0.469709,1,3,TRUE,TRUE,4,TRUE,1,Tariff 1
51,5,2584,0.341863,4,4,FALSE,TRUE,2,FALSE,2,Tariff 3
31,2,3998,0.649088,4,4,TRUE,FALSE,3,FALSE,1,Tariff 1
31,2,2428,0.909714,4,3,TRUE,TRUE,1,FALSE,2,Tariff 1
72,3,4428,0.707803,4,4,TRUE,FALSE,1,FALSE,1,Tariff 1
19,1,4755,0.384049,3,4,TRUE,FALSE,4,FALSE,2,Tariff 1
24,3,3462,0.580107,5,4,TRUE,TRUE,1,TRUE,3,Tariff 3
40,3,2548,0.061616,2,3,FALSE,FALSE,3,TRUE,3,Tariff 1
41,1,3151,0.642939,3,4,TRUE,TRUE,4,FALSE,2,Tariff 1
27,1,2317,0.369217,5,2,TRUE,TRUE,4,FALSE,3,Tariff 3
58,6,2307,0.796292,5,4,TRUE,FALSE,3,TRUE,1,Tariff 2
78,1,5208,0.727362,2,2,FALSE,TRUE,3,FALSE,2,Tariff 1
23,3,2779,0.715605,3,3,TRUE,FALSE,2,TRUE,3,Tariff 2
41,2,2323,0.722385,2,4,TRUE,TRUE,2,TRUE,3,Tariff 3
53,1,3871,0.163486,2,4,FALSE,FALSE,3,FALSE,2,Tariff 1
76,5,2698,0.204836,3,2,TRUE,TRUE,1,FALSE,3,Tariff 1
47,6,3463,0.94313,3,4,TRUE,TRUE,3,FALSE,1,Tariff 1
42,4,4903,0.354924,1,2,FALSE,FALSE,2,TRUE,1,Tariff 2
68,1,2798,0.050078,3,1,FALSE,FALSE,1,TRUE,1,Tariff 1
71,6,5025,0.720164,4,1,TRUE,FALSE,2,FALSE,3,Tariff 1
41,1,3112,0.040518,4,3,TRUE,TRUE,2,TRUE,3,Tariff 3
42,2,3845,0.592608,4,3,FALSE,TRUE,3,TRUE,2,Tariff 1
32,1,4794,0.400472,4,1,FALSE,FALSE,1,TRUE,2,Tariff 1
49,1,2557,0.444063,1,4,FALSE,FALSE,3,TRUE,3,Tariff 1
20,3,4916,0.44777,4,4,FALSE,TRUE,3,TRUE,1,Tariff 1
21,1,5009,0.052529,2,4,FALSE,FALSE,3,TRUE,2,Tariff 1
61,4,5283,0.813784,4,3,FALSE,FALSE,1,TRUE,1,Tariff 2
20,2,2776,0.241461,3,2,TRUE,TRUE,4,TRUE,1,Tariff 3
33,3,4551,0.979964,2,3,FALSE,FALSE,3,FALSE,3,Tariff 1
40,4,4599,0.109229,1,4,TRUE,FALSE,2,TRUE,2,Tariff 3
44,6,2544,0.440232,1,3,FALSE,TRUE,2,TRUE,1,Tariff 1
69,4,4078,0.277649,2,2,FALSE,TRUE,4,TRUE,3,Tariff 3
40,6,3897,0.43845,1,2,FALSE,FALSE,2,TRUE,2,Tariff 2
68,1,2834,0.048402,4,2,TRUE,TRUE,3,FALSE,3,Tariff 3
75,1,3844,0.614128,2,3,FALSE,FALSE,1,FALSE,1,Tariff 1
54,2,2341,0.671618,5,1,FALSE,FALSE,1,FALSE,2,Tariff 1
50,2,5162,0.362319,3,1,FALSE,TRUE,4,TRUE,3,Tariff 1
39,5,4874,0.933287,4,2,FALSE,FALSE,4,FALSE,3,Tariff 2
66,1,3801,0.967595,5,4,TRUE,TRUE,2,TRUE,2,Tariff 3
22,1,4747,0.42334,1,3,TRUE,FALSE,4,TRUE,1,Tariff 2
70,4,2315,0.158896,3,1,FALSE,FALSE,1,TRUE,2,Tariff 2
25,1,3838,0.604374,4,3,TRUE,FALSE,4,FALSE,1,Tariff 1
21,1,3872,0.313051,3,3,TRUE,FALSE,4,TRUE,1,Tariff 2
26,2,3381,0.84667,5,1,TRUE,FALSE,1,TRUE,3,Tariff 2
42,2,5247,0.1303,5,2,TRUE,FALSE,4,TRUE,2,Tariff 3
38,2,2462,0.097308,2,2,TRUE,FALSE,3,FALSE,1,Tariff 1
40,6,4708,0.845223,1,2,TRUE,FALSE,2,TRUE,3,Tariff 2
56,6,4096,0.713146,1,3,FALSE,TRUE,3,FALSE,3,Tariff 1
71,3,4387,0.410224,5,4,FALSE,TRUE,2,FALSE,1,Tariff 1
22,3,3537,0.09687,3,1,TRUE,TRUE,3,FALSE,1,Tariff 1
60,2,2413,0.194871,1,2,FALSE,TRUE,3,TRUE,2,Tariff 1
55,3,4931,0.254369,4,3,TRUE,TRUE,1,TRUE,1,Tariff 2
50,5,5449,0.540858,5,3,TRUE,TRUE,3,TRUE,1,Tariff 2
72,6,5125,0.846696,1,3,FALSE,TRUE,1,TRUE,2,Tariff 3
27,3,3955,0.566636,4,4,FALSE,TRUE,4,TRUE,2,Tariff 1
36,5,2226,0.081772,1,4,TRUE,FALSE,1,TRUE,2,Tariff 2
32,6,4701,0.354501,4,2,TRUE,TRUE,3,TRUE,2,Tariff 3
20,3,3559,0.204878,1,4,TRUE,TRUE,3,FALSE,1,Tariff 1
62,4,5215,0.612326,4,2,TRUE,FALSE,2,FALSE,1,Tariff 1
38,4,4599,0.962463,2,1,TRUE,FALSE,3,TRUE,1,Tariff 1
63,2,3477,0.977683,4,4,FALSE,TRUE,1,FALSE,2,Tariff 1
64,2,2852,0.274871,1,2,FALSE,TRUE,1,TRUE,2,Tariff 1
71,6,3742,0.828684,5,3,FALSE,FALSE,3,TRUE,3,Tariff 1
20,5,3479,0.238464,3,4,TRUE,FALSE,3,TRUE,1,Tariff 2
55,4,2961,0.14772,3,4,TRUE,FALSE,4,FALSE,2,Tariff 1
36,3,4114,0.249108,5,4,TRUE,FALSE,1,TRUE,1,Tariff 2
39,5,3574,0.125119,5,2,FALSE,TRUE,1,FALSE,3,Tariff 3
59,3,5266,0.494063,3,2,FALSE,FALSE,2,TRUE,1,Tariff 1
58,4,3900,0.622422,4,2,FALSE,TRUE,3,FALSE,2,Tariff 3
67,1,4823,0.779527,2,3,FALSE,FALSE,3,FALSE,2,Tariff 1
47,6,2616,0.782056,3,4,FALSE,FALSE,3,FALSE,2,Tariff 1
21,5,3062,0.862103,4,2,FALSE,TRUE,3,FALSE,3,Tariff 3
29,6,2797,0.273272,5,4,FALSE,TRUE,4,TRUE,1,Tariff 3
46,5,4293,0.334673,2,3,FALSE,TRUE,4,TRUE,1,Tariff 3
49,5,2423,0.314546,4,3,TRUE,FALSE,2,TRUE,2,Tariff 2
49,4,2578,0.114937,1,4,FALSE,TRUE,1,FALSE,2,Tariff 2
55,5,3738,0.480677,4,1,TRUE,TRUE,4,TRUE,3,Tariff 1
78,5,3704,0.617333,5,1,FALSE,TRUE,4,FALSE,1,Tariff 1
34,5,4693,0.768424,3,3,TRUE,FALSE,4,FALSE,1,Tariff 1
26,6,4252,0.409405,2,3,TRUE,TRUE,3,TRUE,2,Tariff 3
43,2,5407,0.697008,2,2,FALSE,FALSE,3,TRUE,2,Tariff 1
22,1,2983,0.199649,3,1,FALSE,TRUE,2,FALSE,3,Tariff 1
67,2,4715,0.7078,5,4,FALSE,FALSE,3,TRUE,1,Tariff 1
20,2,2905,0.247566,2,1,TRUE,FALSE,2,FALSE,3,Tariff 1
66,4,2797,0.508911,4,3,TRUE,TRUE,1,TRUE,1,Tariff 2
49,1,3383,0.084426,5,4,FALSE,FALSE,3,TRUE,3,Tariff 1
19,6,4922,0.602812,1,3,TRUE,FALSE,4,FALSE,2,Tariff 1
71,5,2922,0.876056,2,3,TRUE,FALSE,4,FALSE,2,Tariff 1
42,5,3042,0.215002,2,4,TRUE,FALSE,1,TRUE,3,Tariff 2
56,6,3893,0.921842,1,2,TRUE,FALSE,1,TRUE,2,Tariff 3
53,1,2462,0.495557,1,2,TRUE,FALSE,2,TRUE,3,Tariff 2
43,1,4007,0.976824,1,3,FALSE,TRUE,1,FALSE,1,Tariff 1
74,6,3124,0.838328,2,2,TRUE,TRUE,4,FALSE,2,Tariff 3
37,6,3990,0.100045,1,3,FALSE,FALSE,4,FALSE,3,Tariff 1
63,5,2824,0.709789,3,3,TRUE,TRUE,3,FALSE,2,Tariff 2
46,2,5089,0.100638,2,4,FALSE,FALSE,1,TRUE,3,Tariff 1
42,2,4471,0.615078,2,3,TRUE,FALSE,3,TRUE,2,Tariff 2
45,5,2691,0.886119,4,2,TRUE,TRUE,3,TRUE,3,Tariff 3
21,4,2676,0.976423,3,4,TRUE,FALSE,3,TRUE,3,Tariff 2
67,6,2846,0.862111,2,4,TRUE,TRUE,2,FALSE,3,Tariff 1
76,6,5466,0.341835,3,2,FALSE,FALSE,2,FALSE,1,Tariff 1
40,1,3115,0.220646,3,1,TRUE,TRUE,1,TRUE,3,Tariff 3
25,6,2719,0.672077,1,1,FALSE,TRUE,4,FALSE,3,Tariff 1
50,4,2727,0.45118,2,2,TRUE,TRUE,2,TRUE,2,Tariff 3
41,5,3790,0.523228,1,4,FALSE,FALSE,4,FALSE,1,Tariff 2
42,4,4087,0.664641,4,1,TRUE,FALSE,3,TRUE,1,Tariff 1
51,5,2259,0.911845,3,2,TRUE,TRUE,2,TRUE,3,Tariff 3
28,1,3862,0.520783,2,2,FALSE,FALSE,1,FALSE,2,Tariff 1
73,5,4878,0.04018,3,3,FALSE,TRUE,4,TRUE,1,Tariff 3
44,1,3964,0.361835,1,4,TRUE,TRUE,1,TRUE,3,Tariff 3
38,1,5237,0.00016,2,1,TRUE,TRUE,3,FALSE,2,Tariff 1
48,4,4739,0.984185,3,2,TRUE,FALSE,1,TRUE,1,Tariff 2
53,2,5213,0.055991,1,3,FALSE,FALSE,4,TRUE,3,Tariff 1
32,3,2534,0.712343,2,4,FALSE,TRUE,1,TRUE,1,Tariff 1
47,2,4120,0.225079,1,2,FALSE,TRUE,4,TRUE,2,Tariff 1
29,2,5101,0.697733,1,4,TRUE,FALSE,3,FALSE,2,Tariff 1
49,5,4871,0.093349,3,4,TRUE,FALSE,4,TRUE,1,Tariff 2
34,6,2319,0.75548,2,1,FALSE,FALSE,2,FALSE,3,Tariff 1
27,4,2332,0.181504,5,2,FALSE,FALSE,2,TRUE,2,Tariff 2
52,2,4004,0.415975,3,4,FALSE,FALSE,1,FALSE,1,Tariff 1
77,6,3707,0.649896,4,1,FALSE,TRUE,4,FALSE,3,Tariff 1
63,4,2293,0.030003,2,3,FALSE,TRUE,3,TRUE,1,Tariff 1
44,3,3371,0.727802,3,1,TRUE,FALSE,1,TRUE,3,Tariff 1
21,4,2835,0.785963,4,4,TRUE,FALSE,4,FALSE,2,Tariff 1
67,6,4608,0.37333,2,1,TRUE,TRUE,1,FALSE,1,Tariff 1
40,1,3826,0.919328,2,2,TRUE,FALSE,2,FALSE,1,Tariff 1
49,6,5240,0.31797,1,3,FALSE,FALSE,4,TRUE,1,Tariff 2
41,6,5305,0.49619,3,4,TRUE,TRUE,4,FALSE,2,Tariff 1
20,4,2894,0.689064,2,2,FALSE,TRUE,1,TRUE,3,Tariff 3
43,6,2317,0.197247,1,4,TRUE,TRUE,4,TRUE,3,Tariff 2
65,2,4662,0.807971,3,4,TRUE,FALSE,3,FALSE,2,Tariff 1
51,2,3585,0.012978,5,2,TRUE,TRUE,2,TRUE,2,Tariff 3
74,5,3174,0.864321,5,3,TRUE,TRUE,2,TRUE,2,Tariff 2
21,4,2396,0.666478,4,3,FALSE,TRUE,3,TRUE,2,Tariff 1
40,2,4249,0.91001,5,2,TRUE,FALSE,2,TRUE,2,Tariff 3
76,1,3264,0.6233,4,1,TRUE,TRUE,1,FALSE,3,Tariff 1
77,5,4587,0.802059,5,4,TRUE,FALSE,2,FALSE,2,Tariff 1
34,6,3638,0.427828,2,3,TRUE,TRUE,3,FALSE,1,Tariff 1
77,3,4437,0.262517,4,2,FALSE,TRUE,1,TRUE,3,Tariff 1
42,1,3686,0.757866,2,1,TRUE,FALSE,3,TRUE,3,Tariff 2
54,3,3358,0.386501,4,1,TRUE,FALSE,4,FALSE,3,Tariff 1
78,5,2458,0.432059,4,4,TRUE,TRUE,4,FALSE,1,Tariff 2
48,1,3074,0.596259,2,4,FALSE,FALSE,1,FALSE,1,Tariff 1
